subgroup,Foodgroup,N,Mean_Intake,SE_Intake,sigma_u_wgt,Food_label,Food_desc,pro_gro
30,sat_fat,238,24.75,0.51,4.33,Saturated fats,Total saturated fatty acids (gm),0.5983192763920994
31,sat_fat,263,22.8,0.5,4.26,Saturated fats,Total saturated fatty acids (gm),0.6191173317893535
32,sat_fat,132,22.21,1.26,4.23,Saturated fats,Total saturated fatty acids (gm),0.7489003411404367
33,sat_fat,249,28.06,0.58,4.57,Saturated fats,Total saturated fatty acids (gm),0.7150428296968651
34,sat_fat,134,27.03,0.76,4.53,Saturated fats,Total saturated fatty acids (gm),0.7039806828813853
35,sat_fat,203,24,0.82,4.33,Saturated fats,Total saturated fatty acids (gm),0.7208089175822368
36,sat_fat,89,24.89,1.39,4.38,Saturated fats,Total saturated fatty acids (gm),0.8186915731026231
37,sat_fat,286,27.2,0.51,4.52,Saturated fats,Total saturated fatty acids (gm),0.6849150419649804
38,sat_fat,158,25.1,0.95,4.43,Saturated fats,Total saturated fatty acids (gm),0.6316327171888204
39,sat_fat,184,22.74,0.91,4.22,Saturated fats,Total saturated fatty acids (gm),0.6912270333572423
40,sat_fat,84,21.61,0.85,4.17,Saturated fats,Total saturated fatty acids (gm),0.7122279794579819
41,sat_fat,310,28.86,0.54,4.61,Saturated fats,Total saturated fatty acids (gm),0.7170655980026978
42,sat_fat,95,24.21,1.01,4.31,Saturated fats,Total saturated fatty acids (gm),0.7432303050509658
43,sat_fat,85,25.26,1.12,4.38,Saturated fats,Total saturated fatty acids (gm),0.7532076927500678
44,sat_fat,44,22.38,1.49,4.24,Saturated fats,Total saturated fatty acids (gm),0.7847229358508967
45,sat_fat,334,28.86,0.56,4.63,Saturated fats,Total saturated fatty acids (gm),0.7406746527150114
46,sat_fat,82,25.48,1.14,4.37,Saturated fats,Total saturated fatty acids (gm),0.7426558744732245
47,sat_fat,58,23.53,1.16,4.32,Saturated fats,Total saturated fatty acids (gm),0.7191050947758818
48,sat_fat,36,23.88,0.84,4.29,Saturated fats,Total saturated fatty acids (gm),0.7965193021043973
1,sodium,381,3532.02,64.74,616.9,Sodium,Sodium (mg),0.593857618902115
2,sodium,282,3473.61,80.95,607.67,Sodium,Sodium (mg),0.47870037690059714
3,sodium,337,3305.8,90.2,584.45,Sodium,Sodium (mg),0.5474236577700993
4,sodium,234,3660.11,113.21,643.87,Sodium,Sodium (mg),0.5907308438096867
5,sodium,354,3537.96,70.75,619.82,Sodium,Sodium (mg),0.5350693747939665
6,sodium,240,3320.54,75.82,584,Sodium,Sodium (mg),0.48584331430945865
7,sodium,290,3382.85,73.75,600.09,Sodium,Sodium (mg),0.497312610007467
8,sodium,235,3645.58,57.44,643.07,Sodium,Sodium (mg),0.5073340943080905
9,sodium,237,3494.17,91.13,620.33,Sodium,Sodium (mg),0.6312426143787659
10,sodium,199,3344.16,68.61,584.83,Sodium,Sodium (mg),0.5421995941077807
11,sodium,252,3465.03,88.75,605.68,Sodium,Sodium (mg),0.6085928890233229
12,sodium,141,3604.91,101.2,633.41,Sodium,Sodium (mg),0.678261345861868
13,sodium,215,3377.91,71.37,601.21,Sodium,Sodium (mg),0.5451621690561288
14,sodium,155,3415.38,82,597.04,Sodium,Sodium (mg),0.5005310800041306
15,sodium,198,3367.48,76.34,589.26,Sodium,Sodium (mg),0.5685477959452427
16,sodium,134,3541.45,132.5,616.83,Sodium,Sodium (mg),0.6316657383317292
17,sodium,245,3423.49,87.22,599.25,Sodium,Sodium (mg),0.6155790405903917
18,sodium,201,3254.65,69.75,570.7,Sodium,Sodium (mg),0.604526257946068
19,sodium,236,3358.81,83.42,588.85,Sodium,Sodium (mg),0.6685427932053476
20,sodium,138,3712.07,220.45,643.13,Sodium,Sodium (mg),0.7601559889816472
21,sodium,234,3377.76,52.3,591.35,Sodium,Sodium (mg),0.5596712168952538
22,sodium,161,3336.44,135.66,580.71,Sodium,Sodium (mg),0.55685122159134115
23,sodium,198,3704.96,334.04,648.93,Sodium,Sodium (mg),0.6332356228066325
24,sodium,162,3616.07,172.19,632.14,Sodium,Sodium (mg),0.6117545417380108
25,sodium,269,3290.82,52.47,576.44,Sodium,Sodium (mg),0.6572868392256999
26,sodium,243,3329.05,89.82,588.66,Sodium,Sodium (mg),0.6331076417469862
27,sodium,297,3341,70.32,580.91,Sodium,Sodium (mg),0.7066885696759952
28,sodium,136,3790.21,145.53,669.83,Sodium,Sodium (mg),0.7169055781380324
29,sodium,291,3366.53,94.71,592.04,Sodium,Sodium (mg),0.6141029106557053
30,sodium,238,3300.25,83.18,575.71,Sodium,Sodium (mg),0.6124054245852313
31,sodium,263,3258.7,70.52,578.82,Sodium,Sodium (mg),0.6016526738264144
32,sodium,132,3655.72,131.99,645.04,Sodium,Sodium (mg),0.7498019972046589
33,sodium,249,3430.16,64.49,602.79,Sodium,Sodium (mg),0.7048460793359079
34,sodium,134,3479.22,74.03,614.02,Sodium,Sodium (mg),0.6917246933358235
35,sodium,203,3359.17,60.39,594.26,Sodium,Sodium (mg),0.7004529861070806
36,sodium,89,3578.46,163.46,628.7,Sodium,Sodium (mg),0.7862534104893255
37,sodium,286,3378.32,83.67,594.71,Sodium,Sodium (mg),0.6635325325427055
38,sodium,158,3142.62,82.9,559.59,Sodium,Sodium (mg),0.6325227726179198
39,sodium,184,3301.77,108.79,580.53,Sodium,Sodium (mg),0.6665257419922275
40,sodium,84,3489.87,115.78,615.31,Sodium,Sodium (mg),0.6958961196329471
41,sodium,310,3303.92,49.35,579.58,Sodium,Sodium (mg),0.6826632390625693
42,sodium,95,3310.4,103.87,579.38,Sodium,Sodium (mg),0.7368473256918808
43,sodium,85,3401.65,81.09,596.01,Sodium,Sodium (mg),0.7581050316792846
44,sodium,44,3794.74,259.66,670.76,Sodium,Sodium (mg),0.717625327728717
45,sodium,334,3280.9,43.27,577.79,Sodium,Sodium (mg),0.7079475231816181
46,sodium,82,3449.7,80.47,600.11,Sodium,Sodium (mg),0.7233949096655028
47,sodium,58,3349.56,117.41,592.77,Sodium,Sodium (mg),0.7241479724663673
48,sodium,36,4013.7,255.68,695.85,Sodium,Sodium (mg),0.8534968801395427
1,ssb,381,1.4224999999999999,0.12879166666666667,1.2277500000000001,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.44881966059985784
2,ssb,282,1.2930833333333331,0.09429166666666666,1.1359166666666667,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.4269933614325684
3,ssb,337,1.1309166666666668,0.06716666666666667,1.0055,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.4954689252121128
4,ssb,234,0.9984999999999999,0.0955,0.9103333333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.3990437926546251
5,ssb,354,1.2565,0.07941666666666666,1.1069166666666668,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.3673904549655757
6,ssb,240,1.3761249999999998,0.08229166666666667,1.2049166666666666,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.4047650446778861
7,ssb,290,1.3339166666666666,0.07470833333333333,1.17025,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.426338453135862
8,ssb,235,1.2514166666666666,0.1085,1.1067500000000001,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.32482746708605204
9,ssb,237,1.2127083333333333,0.11325,1.0720833333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.4878591598150031
10,ssb,199,1.236375,0.10658333333333332,1.0841666666666667,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.48636777994288416
11,ssb,252,0.9949166666666667,0.05266666666666667,0.877625,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5434044537763453
12,ssb,141,1.22875,0.10704166666666667,1.0855833333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6091630330003283
13,ssb,215,1.4868750000000002,0.146125,1.3005833333333332,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.4000943932299919
14,ssb,155,1.3147916666666668,0.11604166666666667,1.1514583333333335,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.4945526080109688
15,ssb,198,1.3110833333333334,0.08983333333333333,1.1467500000000002,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5274816197302198
16,ssb,134,1.093625,0.16383333333333333,0.9693333333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.7123257855662392
17,ssb,245,1.4722916666666668,0.13874999999999998,1.279625,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6416367419728828
18,ssb,201,1.2837916666666667,0.07341666666666667,1.1182916666666667,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5413350418634261
19,ssb,236,0.9071666666666667,0.07358333333333333,0.8213333333333334,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5219088569253175
20,ssb,138,0.9865416666666668,0.08204166666666667,0.8690833333333334,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6391287959073211
21,ssb,234,1.4489166666666666,0.11645833333333333,1.2602499999999999,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5825092568256277
22,ssb,161,1.4080000000000001,0.09175,1.224,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.504197033088563
23,ssb,198,1.3084166666666666,0.06979166666666667,1.1320000000000001,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5747109725697531
24,ssb,162,1.3441249999999998,0.17908333333333332,1.1693333333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.49067278774290174
25,ssb,269,1.2399583333333333,0.15708333333333335,1.0891666666666666,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6978382887870647
26,ssb,243,1.1537083333333333,0.06875,1.0237916666666667,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5699225515453786
27,ssb,297,1.0830416666666667,0.1095,0.9566666666666667,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5527914241562188
28,ssb,136,1.1761249999999999,0.16395833333333334,1.0398749999999999,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.7676851593327417
29,ssb,291,1.4037083333333333,0.12083333333333333,1.2082083333333336,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6609173334754429
30,ssb,238,1.3085416666666667,0.09670833333333334,1.1349166666666666,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6204964467108204
31,ssb,263,1.0956666666666666,0.07220833333333333,0.9690833333333334,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5954914076804675
32,ssb,132,1.4024583333333331,0.19216666666666665,1.2120416666666667,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.8465180962871841
33,ssb,249,1.1789166666666666,0.12516666666666668,1.032125,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.8139115468166204
34,ssb,134,1.0469166666666667,0.07441666666666666,0.93825,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.7582054609582168
35,ssb,203,0.9022083333333334,0.07270833333333333,0.8360833333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6255512674772403
36,ssb,89,0.9406666666666667,0.15208333333333332,0.8578333333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.8625776853871574
37,ssb,286,1.0273333333333334,0.09204166666666666,0.91825,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6737511078755309
38,ssb,158,1.1248333333333334,0.07525,0.99975,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.5866129634781511
39,ssb,184,1.07675,0.07229166666666667,0.9582083333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.584725397891044
40,ssb,84,1.1115833333333331,0.1892083333333333,0.9839583333333334,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6696555560083579
41,ssb,310,0.9044166666666666,0.064875,0.809875,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.7089846288481297
42,ssb,95,1.0072083333333333,0.09208333333333334,0.8940833333333333,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.712845473243845
43,ssb,85,0.9540000000000001,0.207875,0.8705416666666667,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6559000726742062
44,ssb,44,1.0546666666666666,0.3185,0.9691666666666666,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.8733702009058043
45,ssb,334,1.0568333333333333,0.082,0.9434583333333334,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.7545902411964674
46,ssb,82,1.0949583333333335,0.093,0.9674166666666667,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.7961570612903551
47,ssb,58,1.3311666666666668,0.12404166666666666,1.1743750000000002,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.6473576532216548
48,ssb,36,0.9973333333333334,0.14666666666666667,0.8865833333333334,Sugar sweetened beverages,Sugar sweetened beverages (1 cup [8 fl oz]),0.8671765952550156
1,veg_dg,381,0.17,0.02,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.6893130596881292
2,veg_dg,282,0.14,0.02,0.17,Dark-green vegetables,Dark green vegetables (cup eq.),0.7051221254966836
3,veg_dg,337,0.11,0.01,0.12,Dark-green vegetables,Dark green vegetables (cup eq.),0.6257411955035865
4,veg_dg,234,0.15,0.03,0.17,Dark-green vegetables,Dark green vegetables (cup eq.),0.8152870827521222
5,veg_dg,354,0.15,0.02,0.17,Dark-green vegetables,Dark green vegetables (cup eq.),0.7722815695242333
6,veg_dg,240,0.14,0.04,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.768327788636052
7,veg_dg,290,0.09,0.01,0.1,Dark-green vegetables,Dark green vegetables (cup eq.),0.7517433252748501
8,veg_dg,235,0.16,0.02,0.18,Dark-green vegetables,Dark green vegetables (cup eq.),0.7059566424437578
9,veg_dg,237,0.16,0.02,0.18,Dark-green vegetables,Dark green vegetables (cup eq.),0.6193343575735004
10,veg_dg,199,0.15,0.03,0.18,Dark-green vegetables,Dark green vegetables (cup eq.),0.736602875700215
11,veg_dg,252,0.1,0.01,0.11,Dark-green vegetables,Dark green vegetables (cup eq.),0.6711779976631281
12,veg_dg,141,0.15,0.02,0.18,Dark-green vegetables,Dark green vegetables (cup eq.),0.7927023880619979
13,veg_dg,215,0.19,0.03,0.21,Dark-green vegetables,Dark green vegetables (cup eq.),0.7196529974523084
14,veg_dg,155,0.19,0.03,0.21,Dark-green vegetables,Dark green vegetables (cup eq.),0.7246813313790527
15,veg_dg,198,0.09,0.02,0.1,Dark-green vegetables,Dark green vegetables (cup eq.),0.4462796006958256
16,veg_dg,134,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.6977035980936515
17,veg_dg,245,0.17,0.02,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.6608749867846387
18,veg_dg,201,0.17,0.01,0.2,Dark-green vegetables,Dark green vegetables (cup eq.),0.7486273864179632
19,veg_dg,236,0.08,0.01,0.1,Dark-green vegetables,Dark green vegetables (cup eq.),0.7693977389976159
20,veg_dg,138,0.18,0.03,0.2,Dark-green vegetables,Dark green vegetables (cup eq.),0.8861008451962806
21,veg_dg,234,0.13,0.02,0.15,Dark-green vegetables,Dark green vegetables (cup eq.),0.6519256211497743
22,veg_dg,161,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.7412933122030863
23,veg_dg,198,0.08,0.02,0.1,Dark-green vegetables,Dark green vegetables (cup eq.),0.7739252532724148
24,veg_dg,162,0.19,0.03,0.21,Dark-green vegetables,Dark green vegetables (cup eq.),0.7568777354957351
25,veg_dg,269,0.12,0.01,0.14,Dark-green vegetables,Dark green vegetables (cup eq.),0.8217151923719891
26,veg_dg,243,0.19,0.02,0.21,Dark-green vegetables,Dark green vegetables (cup eq.),0.7749345375503431
27,veg_dg,297,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.8957886188561502
28,veg_dg,136,0.17,0.03,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.7608864841424159
29,veg_dg,291,0.17,0.02,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.5274980335120887
30,veg_dg,238,0.17,0.02,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.622719990526041
31,veg_dg,263,0.11,0.02,0.13,Dark-green vegetables,Dark green vegetables (cup eq.),0.7952590125608643
32,veg_dg,132,0.17,0.03,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.8965370933806183
33,veg_dg,249,0.13,0.01,0.15,Dark-green vegetables,Dark green vegetables (cup eq.),0.708201844688718
34,veg_dg,134,0.21,0.03,0.23,Dark-green vegetables,Dark green vegetables (cup eq.),0.9155460386939916
35,veg_dg,203,0.11,0.02,0.13,Dark-green vegetables,Dark green vegetables (cup eq.),0.8231401787727523
36,veg_dg,89,0.16,0.03,0.18,Dark-green vegetables,Dark green vegetables (cup eq.),0.7566261888418492
37,veg_dg,286,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.6734077694725956
38,veg_dg,158,0.21,0.03,0.23,Dark-green vegetables,Dark green vegetables (cup eq.),0.8040999071698657
39,veg_dg,184,0.12,0.02,0.14,Dark-green vegetables,Dark green vegetables (cup eq.),0.8205965845862937
40,veg_dg,84,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.7692267738229237
41,veg_dg,310,0.13,0.01,0.15,Dark-green vegetables,Dark green vegetables (cup eq.),0.6057910047396621
42,veg_dg,95,0.19,0.02,0.21,Dark-green vegetables,Dark green vegetables (cup eq.),0.8751814882673193
43,veg_dg,85,0.09,0.02,0.11,Dark-green vegetables,Dark green vegetables (cup eq.),0.7624017657248242
44,veg_dg,44,0.14,0.02,0.17,Dark-green vegetables,Dark green vegetables (cup eq.),0.8878541915025896
45,veg_dg,334,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.7950863319681355
46,veg_dg,82,0.18,0.03,0.2,Dark-green vegetables,Dark green vegetables (cup eq.),0.9294510242305964
47,veg_dg,58,0.09,0.03,0.11,Dark-green vegetables,Dark green vegetables (cup eq.),0.8311124239066564
48,veg_dg,36,0.1,0.03,0.12,Dark-green vegetables,Dark green vegetables (cup eq.),0.8994265981457575
1,veg_exc_sta,381,1.11,0.06,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6482037372591243
2,veg_exc_sta,282,0.73,0.05,0.39,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5607150529215984
3,veg_exc_sta,337,1,0.06,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6284130259375891
4,veg_exc_sta,234,1.37,0.1,0.63,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6980749303048364
5,veg_exc_sta,354,0.91,0.05,0.46,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6068633059188052
6,veg_exc_sta,240,0.7,0.05,0.38,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5231583681043421
7,veg_exc_sta,290,0.94,0.04,0.47,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.534751735935387
8,veg_exc_sta,235,1.11,0.06,0.54,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5337923318412943
9,veg_exc_sta,237,1.16,0.06,0.56,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6666023738727775
10,veg_exc_sta,199,0.93,0.11,0.47,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5906311512482678
11,veg_exc_sta,252,1.24,0.06,0.58,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6484078266207243
12,veg_exc_sta,141,1.08,0.1,0.52,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7445352416368971
13,veg_exc_sta,215,1.02,0.06,0.51,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6019423543857353
14,veg_exc_sta,155,0.88,0.07,0.44,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.566288164312245
15,veg_exc_sta,198,1,0.06,0.49,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5992524326930175
16,veg_exc_sta,134,1.22,0.09,0.57,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6730955121906074
17,veg_exc_sta,245,1.12,0.1,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6047694042867038
18,veg_exc_sta,201,1.01,0.06,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.649201469705292
19,veg_exc_sta,236,1.17,0.08,0.56,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.763392839669979
20,veg_exc_sta,138,1.42,0.08,0.64,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7563180600572765
21,veg_exc_sta,234,1.1,0.08,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.526140243518066
22,veg_exc_sta,161,0.81,0.05,0.42,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6071797291838307
23,veg_exc_sta,198,1.02,0.07,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6292943471324817
24,veg_exc_sta,162,1.38,0.09,0.63,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6813222115254485
25,veg_exc_sta,269,1.09,0.08,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6648964443807722
26,veg_exc_sta,243,1.07,0.06,0.52,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7079010964025869
27,veg_exc_sta,297,1.24,0.07,0.57,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7591728897508279
28,veg_exc_sta,136,1.48,0.16,0.68,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7523097149409532
29,veg_exc_sta,291,1.08,0.06,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5773312463222472
30,veg_exc_sta,238,0.93,0.07,0.46,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5976951506405652
31,veg_exc_sta,263,1.11,0.05,0.54,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6459608026697539
32,veg_exc_sta,132,1.18,0.17,0.57,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.8173921908419784
33,veg_exc_sta,249,1.24,0.07,0.58,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6640176169112193
34,veg_exc_sta,134,1.08,0.08,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7704788757773179
35,veg_exc_sta,203,1.19,0.09,0.57,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.736897854733154
36,veg_exc_sta,89,1.3,0.13,0.61,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7789299448671494
37,veg_exc_sta,286,1.11,0.06,0.54,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6489445588928289
