diet_pattern,food_cat,food_group,outcome,impact_median_year,LB_year,UB_year,impact_median_day,LB_day,UB_day
Med,Other,sat_fat,GHG (kgCO2-eq),-56314005.1745835,-57111836.677975,-55498174.8049509,-154284.94568379043,-156470.7854191096,-152049.79398616686
US,Other,sat_fat,GHG (kgCO2-eq),-56327689.0501911,-57158653.1967432,-55512400.5143372,-154322.4357539482,-156599.04985409096,-152088.76853243067
Veg,Other,sat_fat,GHG (kgCO2-eq),-53836907.4207003,-54658634.4079896,-53062939.0156433,-147498.3764950693,-149749.68330956055,-145377.9151113515
Vegan,Other,sat_fat,GHG (kgCO2-eq),-53836675.5202427,-54640813.3492684,-53017374.1554992,-147497.74115134985,-149700.8584911463,-145253.07987808
DGAplus,Other,sodium,GHG (kgCO2-eq),0,0,0,0,0,0
Med,Other,sodium,GHG (kgCO2-eq),0,0,0,0,0,0
US,Other,sodium,GHG (kgCO2-eq),0,0,0,0,0,0
Veg,Other,sodium,GHG (kgCO2-eq),0,0,0,0,0,0
Vegan,Other,sodium,GHG (kgCO2-eq),0,0,0,0,0,0
DGAplus,Other,ssb,GHG (kgCO2-eq),0,0,0,0,0,0
Med,Other,ssb,GHG (kgCO2-eq),0,0,0,0,0,0
US,Other,ssb,GHG (kgCO2-eq),0,0,0,0,0,0
Veg,Other,ssb,GHG (kgCO2-eq),0,0,0,0,0,0
Vegan,Other,ssb,GHG (kgCO2-eq),0,0,0,0,0,0
DGAplus,Vegetables,veg_dg,GHG (kgCO2-eq),1583999.85914791,1456754.86747636,1724839.5008118,4339.725641501123,3991.10922596263,4725.587673456986
Med,Vegetables,veg_dg,GHG (kgCO2-eq),1587252.2625478,1455872.74462863,1725270.4800557,4348.636335747397,3988.692451037343,4726.768438508767
US,Vegetables,veg_dg,GHG (kgCO2-eq),1588727.48524479,1450097.41076418,1712310.92040758,4352.678041766549,3972.8696185319995,4691.262795637205
Veg,Vegetables,veg_dg,GHG (kgCO2-eq),1583430.43686778,1444820.61104302,1716483.85587881,4338.165580459671,3958.4126329945752,4702.695495558383
Vegan,Vegetables,veg_dg,GHG (kgCO2-eq),1586420.93414272,1450677.71474122,1733880.37632287,4346.358723678685,3974.459492441699,4750.357195405123
DGAplus,Vegetables,veg_exc_sta,GHG (kgCO2-eq),15692170.61531166,15087598.586324241,16318609.4890053,0,0,0
Med,Vegetables,veg_exc_sta,GHG (kgCO2-eq),15687225.32650118,15067367.7361087,16360756.1725616,0,0,0
US,Vegetables,veg_exc_sta,GHG (kgCO2-eq),15701238.98924651,15075080.717146741,16334893.56249844,0,0,0
Veg,Vegetables,veg_exc_sta,GHG (kgCO2-eq),15697321.3004408,15065178.10833812,16353614.04303451,0,0,0
Vegan,Vegetables,veg_exc_sta,GHG (kgCO2-eq),15712720.79485045,15078404.84956277,16319981.44492757,0,0,0
DGAplus,Vegetables,veg_oth,GHG (kgCO2-eq),1363464.42622695,1093089.60629488,1617696.5510927,3735.5189759642467,2994.7660446435066,4432.045345459453
Med,Vegetables,veg_oth,GHG (kgCO2-eq),1351862.47614678,1085277.07684107,1657130.1925024,3703.732811361041,2973.361854359096,4540.082719184657
US,Vegetables,veg_oth,GHG (kgCO2-eq),1357653.89481512,1080761.79002366,1651354.82136296,3719.5997118222463,2960.991205544274,4524.259784556055
Veg,Vegetables,veg_oth,GHG (kgCO2-eq),1363392.66610602,1091466.6841556,1658600.4468364,3735.3223728932057,2990.319682618082,4544.110813250411
Vegan,Vegetables,veg_oth,GHG (kgCO2-eq),1366296.04201773,1093499.95297145,1610432.2369349,3743.2768274458354,2995.8902821135616,4412.143114890137
DGAplus,Vegetables,veg_ro,GHG (kgCO2-eq),12744706.3299368,12537754.112553,12976073.4371008,34917.003643662465,34350.01126726849,35550.88612904329
Med,Vegetables,veg_ro,GHG (kgCO2-eq),12748110.5878066,12526217.914639,12978355.5000035,34926.330377552324,34318.4052455863,35557.13835617397
US,Vegetables,veg_ro,GHG (kgCO2-eq),12754857.6091866,12544221.5163589,12971227.8207279,34944.815367634525,34367.73018180521,35537.61046774767
Veg,Vegetables,veg_ro,GHG (kgCO2-eq),12750498.197467,12528890.8131395,12978529.7403193,34932.87177388219,34325.72825517671,35557.61572690219
Vegan,Vegetables,veg_ro,GHG (kgCO2-eq),12760003.81869,12534227.1818501,12975668.8316698,34958.91457175343,34340.34844342493,35549.77762101315
DGAplus,Vegetables,veg_sta,GHG (kgCO2-eq),5477329.7883424,5304789.26883994,5643883.69219823,15006.382981760002,14533.669229698467,15462.69504711844
Med,Vegetables,veg_sta,GHG (kgCO2-eq),5479532.74353562,5315200.52433736,5646697.31491096,15012.418475440056,14562.19321736263,15470.403602495782
US,Vegetables,veg_sta,GHG (kgCO2-eq),5476204.43078125,5314765.91065879,5638641.80219799,15003.29981035959,14561.002494955588,15448.333704652028
Veg,Vegetables,veg_sta,GHG (kgCO2-eq),5483072.12002039,5317933.87807059,5644462.37986195,15022.115397316136,14569.681857727644,15464.280492772466
Vegan,Vegetables,veg_sta,GHG (kgCO2-eq),5474244.25686704,5301965.11394798,5642402.30270633,14997.929470868603,14525.931819035563,15458.636445770768
DGAplus,Other,added_sugar,WATER (L-eq),-9488929602.90239,-9677748432.3261,-9297321812.01092,-25997067.405212026,-26514379.266646847,-25472114.553454574
Med,Other,added_sugar,WATER (L-eq),-9534606065.98841,-9706742938.12172,-9348940348.8176,-26122208.399968248,-26593816.26882663,-25613535.20224
US,Other,added_sugar,WATER (L-eq),-9537571202.90169,-9712416310.83214,-9355223270.50989,-26130332.062744357,-26609359.755704492,-25630748.686328463
Veg,Other,added_sugar,WATER (L-eq),-9480634579.13807,-9657268407.52659,-9307833683.05271,-25974341.31270704,-26458269.609661892,-25500914.20014441
Vegan,Other,added_sugar,WATER (L-eq),-9481860829.08608,-9676352506.60893,-9302059341.71021,-25977700.9016057,-26510554.812627207,-25485094.08687729
DGAplus,Dairy,dairy_cow,WATER (L-eq),38196155595.8322,37684629421.3737,38692873300.2425,104647001.63241698,103245560.05855809,106007872.0554589
Med,Dairy,dairy_cow,WATER (L-eq),14755948491.6179,14183377195.2482,15278634406.5167,40427256.141418904,38858567.65821425,41859272.346621096
US,Dairy,dairy_cow,WATER (L-eq),38183290873.9487,37655017344.8279,38671681797.7182,104611755.81903753,103164431.08172028,105949813.14443342
Veg,Dairy,dairy_cow,WATER (L-eq),38177843171.1489,37649023498.8135,38704146055.4524,104596830.6058874,103148009.58579041,106038756.31630795
Vegan,Dairy,dairy_cow,WATER (L-eq),-32096547833.1281,-32644534689.3464,-31595424416.6831,-87935747.4880222,-89437081.34067507,-86562806.6210496
DGAplus,Dairy,dairy_soy,WATER (L-eq),-45837039.7458872,-55313922.9534037,-36429390.2547819,-125580.93081064985,-151544.99439288685,-99806.54864323809
Med,Dairy,dairy_soy,WATER (L-eq),-45709499.8868532,-55337849.1374179,-35825455.8506398,-125231.50653932385,-151610.54558196684,-98151.9338373693
US,Dairy,dairy_soy,WATER (L-eq),-45609320.9442677,-56164167.5789461,-35773881.5057235,-124957.0436829252,-153874.43172314,-98010.63426225616
Veg,Dairy,dairy_soy,WATER (L-eq),-45630762.2265298,-56187606.8222277,-35614875.9630133,-125015.78692199945,-153938.6488280211,-97575.0026383926
Vegan,Dairy,dairy_soy,WATER (L-eq),3018854297.46754,3009277937.82566,3029210639.18041,8270833.691691889,8244597.089933315,8299207.23063126
DGAplus,Dairy,dairy_tot,WATER (L-eq),0,0,0,0,0,0
Med,Dairy,dairy_tot,WATER (L-eq),0,0,0,0,0,0
US,Dairy,dairy_tot,WATER (L-eq),0,0,0,0,0,0
Veg,Dairy,dairy_tot,WATER (L-eq),0,0,0,0,0,0
Vegan,Dairy,dairy_tot,WATER (L-eq),0,0,0,0,0,0
DGAplus,Dairy,dairy_tot_calculated,WATER (L-eq),38150318556.08631,37629315498.420296,38656443909.98772,104521420.70160633,103094015.06416519,105908065.50681566
Med,Dairy,dairy_tot_calculated,WATER (L-eq),14710238991.731049,14128039346.11078,15242808950.666061,40302024.63487958,38706957.112632275,41761120.41278373
US,Dairy,dairy_tot_calculated,WATER (L-eq),38137681553.00443,37598853177.248955,38635907916.21248,104486798.77535461,103010556.64999713,105851802.51017118
Veg,Dairy,dairy_tot_calculated,WATER (L-eq),38132212408.92237,37592835891.99127,38668531179.48939,104471814.8189654,102994070.9369624,105941181.31366955
Vegan,Dairy,dairy_tot_calculated,WATER (L-eq),-29077693535.66056,-29635256751.52074,-28566213777.502693,-79664913.7963303,-81192484.25074175,-78263599.39041834
DGAplus,Fruit,fruit_exc_juice,WATER (L-eq),140719321625.663,138476427558.874,142759535270.223,385532388.015515,379387472.7640383,391122014.4389671
Med,Fruit,fruit_exc_juice,WATER (L-eq),132105442730.735,129907960471.812,134167668265.778,361932719.8102329,355912220.4707178,367582652.78295344
US,Fruit,fruit_exc_juice,WATER (L-eq),91625751499.3014,89477709838.6328,93790044749.6286,251029456.1624696,245144410.5168022,256959026.71131122
Veg,Fruit,fruit_exc_juice,WATER (L-eq),91656625911.78,89471183088.1807,93625612105.415,251114043.59391782,245126529.00871423,256508526.31620547
Vegan,Fruit,fruit_exc_juice,WATER (L-eq),91574765768.2922,89388919434.9957,93686979017.3125,250889769.2281978,244901149.1369745,256676654.84195206
DGAplus,Fruit,fruit_juice,WATER (L-eq),-42868190427.3649,-44941581547.1647,-40920354259.2338,-117447097.0612737,-123127620.67716357,-112110559.61433919
Med,Fruit,fruit_juice,WATER (L-eq),60027417724.3531,58002394377.9495,62114055959.2324,164458678.6968578,158910669.52862877,170175495.7787189
US,Fruit,fruit_juice,WATER (L-eq),38831647332.4404,36635016462.0969,40717684937.6236,106388074.88339835,100369908.11533397,111555301.19896875
Veg,Fruit,fruit_juice,WATER (L-eq),38715494770.2755,36792661800.4214,40810024836.3345,106069848.68568629,100801813.15183946,111808287.22283426
Vegan,Fruit,fruit_juice,WATER (L-eq),38788245677.2957,36697853356.5467,40776544943.3559,106269166.2391663,100542063.99053891,111716561.48864631
DGAplus,Grains,gr_refined,WATER (L-eq),-28238046264.1469,-28788093212.346,-27728177584.113,-77364510.31273124,-78871488.25300275,-75967609.81948766
Med,Grains,gr_refined,WATER (L-eq),-23215006969.0981,-23782056182.5864,-22638978915.797,-63602758.81944685,-65156318.308455884,-62024599.76930685
US,Grains,gr_refined,WATER (L-eq),-23200555873.9588,-23780226581.9101,-22635186482.4486,-63563166.777969316,-65151305.703863285,-62014209.540955074
Veg,Grains,gr_refined,WATER (L-eq),-23207334715.7796,-23743184856.0586,-22644654732.1126,-63581738.94734137,-65049821.52344822,-62040149.95099342
Vegan,Grains,gr_refined,WATER (L-eq),-23204878525.6179,-23800373236.7971,-22639689752.0836,-63575009.659227125,-65206502.01862219,-62026547.265982464
DGAplus,Grains,gr_whole,WATER (L-eq),37041662112.4047,36718640607.0873,37401631756.0769,101484005.78741014,100599015.36188303,102470223.98925178
Med,Grains,gr_whole,WATER (L-eq),30002924658.7062,29635460639.1067,30378754977.323,82199793.58549644,81193042.84686768,83229465.69129589
US,Grains,gr_whole,WATER (L-eq),30000398454.5508,29651605245.6208,30351173636.2256,82192872.47822137,81237274.64553644,83153900.37322083
Veg,Grains,gr_whole,WATER (L-eq),37032572574.6247,36719014122.4121,37374232527.9419,101459102.94417727,100600038.69154,102395157.61079973
Vegan,Grains,gr_whole,WATER (L-eq),37049216424.5279,36712982089.6488,37415204444.1697,101504702.53295316,100583512.57438028,102507409.43608136
DGAplus,Protein,leg_tot,WATER (L-eq),14867714941.6787,14643589020.7906,15087044482.2056,40733465.593640275,40119421.974768765,41334368.44439891
Med,Protein,leg_tot,WATER (L-eq),4571269431.95584,4362495601.31305,4795509392.6227,12524025.840974905,11952042.743323425,13138381.897596437
US,Protein,leg_tot,WATER (L-eq),4569438131.88826,4348653230.0285,4801588928.90569,12519008.580515781,11914118.438434245,13155038.161385452
Veg,Protein,leg_tot,WATER (L-eq),28629015529.7602,28422650225.242,28847586407.2146,78435658.98564439,77870274.58970411,79034483.30743726
Vegan,Protein,leg_tot,WATER (L-eq),31973320748.5896,31749124142.3678,32203414197.172,87598139.03723177,86983901.75991179,88228532.04704657
DGAplus,Other,oil,WATER (L-eq),-131983471.044438,-206065381.239786,-59091136.8486468,-361598.5508066795,-564562.6883281808,-161893.52561273094
Med,Other,oil,WATER (L-eq),-135640337.190004,-207816922.529192,-64058868.4087329,-371617.3621643945,-569361.4315868274,-175503.74906502164
US,Other,oil,WATER (L-eq),-131773410.058315,-199310474.818582,-64930647.1325647,-361023.0412556575,-546056.0953933754,-177892.1839248348
Veg,Other,oil,WATER (L-eq),-132396252.646198,-203917133.801819,-62065446.9192657,-362729.45930465206,-558677.0789090932,-170042.32032675535
Vegan,Other,oil,WATER (L-eq),-136442312.124891,-207604936.008411,-58385457.67872,-373814.5537668247,-568780.6465983862,-159960.1580238904
DGAplus,Protein,pf_egg,WATER (L-eq),-6459086996.61485,-6812807963.05009,-6129419571.48005,-17696128.757848904,-18665227.29602764,-16792930.332822055
Med,Protein,pf_egg,WATER (L-eq),-2698772027.86491,-3021271945.90972,-2351925034.60399,-7393895.966753178,-8277457.386054027,-6443630.231791753
US,Protein,pf_egg,WATER (L-eq),-2690120191.12537,-3024927501.59408,-2329334070.02393,-7370192.304453068,-8287472.607107068,-6381737.178147754
Veg,Protein,pf_egg,WATER (L-eq),-3509756374.30654,-3856239895.76949,-3179840222.1372,-9615770.88851107,-10565040.81032737,-8711891.019553972
Vegan,Protein,pf_egg,WATER (L-eq),-10574478953.2363,-10940862704.1837,-10220415970.7447,-28971175.214346025,-29974966.312832057,-28001139.64587589
DGAplus,Protein,pf_ns,WATER (L-eq),27786000075.7735,25544701423.8455,30126443728.0235,76126027.6048589,69985483.35300137,82538201.99458493
Med,Protein,pf_ns,WATER (L-eq),-3765240166.12912,-6041871757.68038,-1417434158.45919,-10315726.482545534,-16553073.30871337,-3883381.256052575
US,Protein,pf_ns,WATER (L-eq),-3786431152.93323,-6034870654.63283,-1518412793.34237,-10373783.980638986,-16533892.204473507,-4160035.0502530686
Veg,Protein,pf_ns,WATER (L-eq),27812411741.7389,25587940351.5631,29957027043.4346,76198388.33353123,70103946.16866602,82074046.69434138
Vegan,Protein,pf_ns,WATER (L-eq),39756679348.5384,37573711839.9097,41831040102.6641,108922409.17407781,102941676.2737252,114605589.3223674
DGAplus,Protein,pf_pm,WATER (L-eq),0,0,0,0,0,0
Med,Protein,pf_pm,WATER (L-eq),0,0,0,0,0,0
US,Protein,pf_pm,WATER (L-eq),0,0,0,0,0,0
Veg,Protein,pf_pm,WATER (L-eq),0,0,0,0,0,0
Vegan,Protein,pf_pm,WATER (L-eq),0,0,0,0,0,0
DGAplus,Protein,pf_poultry,WATER (L-eq),0,0,0,0,0,0
Med,Protein,pf_poultry,WATER (L-eq),0,0,0,0,0,0
US,Protein,pf_poultry,WATER (L-eq),0,0,0,0,0,0
Veg,Protein,pf_poultry,WATER (L-eq),0,0,0,0,0,0
Vegan,Protein,pf_poultry,WATER (L-eq),0,0,0,0,0,0
DGAplus,Protein,pf_poultry_tot,WATER (L-eq),-12581551275.5183,-13128123609.847,-12027014545.7506,-34470003.49457068,-35967461.9447863,-32950724.782878358
Med,Protein,pf_poultry_tot,WATER (L-eq),-5041252949.16583,-5586595121.0252,-4482070827.61971,-13811651.915522821,-15305740.057603287,-12279646.103067698
US,Protein,pf_poultry_tot,WATER (L-eq),-5045076981.11092,-5523344570.59117,-4481806717.75698,-13822128.715372384,-15132450.878331974,-12278922.514402686
Veg,Protein,pf_poultry_tot,WATER (L-eq),-28955039642.7019,-29500449909.6676,-28416450016.8666,-79328875.73342986,-80823150.43744548,-77853287.71744274
Vegan,Protein,pf_poultry_tot,WATER (L-eq),-28971611090.8653,-29545316434.8048,-28411803612.2374,-79374276.96127479,-80946072.42412274,-77840557.8417463
DGAplus,Protein,pf_redm,WATER (L-eq),0,0,0,0,0,0
Med,Protein,pf_redm,WATER (L-eq),0,0,0,0,0,0
US,Protein,pf_redm,WATER (L-eq),0,0,0,0,0,0
Veg,Protein,pf_redm,WATER (L-eq),0,0,0,0,0,0
Vegan,Protein,pf_redm,WATER (L-eq),0,0,0,0,0,0
DGAplus,Protein,pf_redm_tot,WATER (L-eq),-112086884478.13,-114765800177.913,-109464961545.96,-307087354.73460275,-314426849.8025014,-299904004.2355069
Med,Protein,pf_redm_tot,WATER (L-eq),-26425908427.6019,-29157841150.2779,-23819416698.0404,-72399749.11671753,-79884496.30213124,-65258675.8850422
US,Protein,pf_redm_tot,WATER (L-eq),-26454200256.8383,-28952726594.5358,-23829322961.6873,-72477260.97763917,-79322538.61516657,-65285816.33338987
Veg,Protein,pf_redm_tot,WATER (L-eq),-145959083128.798,-148495074193.909,-143348182258.675,-399887898.9830082,-406835819.70933974,-392734745.9141781
Vegan,Protein,pf_redm_tot,WATER (L-eq),-145978625167.872,-148577113750.781,-143277003504.21,-399941438.8160877,-407060585.6185781,-392539735.6279726
DGAplus,Protein,pf_seafood,WATER (L-eq),1611456989.80192,1540036883.13947,1683444627.12776,4414950.656991562,4219279.13188896,4612177.060624
Med,Protein,pf_seafood,WATER (L-eq),5476185106.25709,5404558101.80358,5549906365.95287,15003246.866457779,14807008.498092001,15205222.920418823
US,Protein,pf_seafood,WATER (L-eq),2085234085.76836,2004174504.52613,2157293912.97391,5712970.097995507,5490889.053496246,5910394.282120301
Veg,Protein,pf_seafood,WATER (L-eq),-1779719764.96449,-1851295318.98996,-1703224647.89319,-4875944.561546547,-5072041.969835507,-4666368.898337507
Vegan,Protein,pf_seafood,WATER (L-eq),-1780551624.12036,-1856019061.9332,-1708467660.02527,-4878223.627727013,-5084983.731323835,-4680733.315137726
DGAplus,Other,sat_fat,WATER (L-eq),-16013552222.5702,-16247110551.1637,-15787694225.6547,-43872745.81526082,-44512631.647023834,-43253956.78261562
Med,Other,sat_fat,WATER (L-eq),-16755175465.4241,-16992316628.0376,-16512727672.4554,-45904590.31623042,-46554292.131609865,-45240349.78754904
US,Other,sat_fat,WATER (L-eq),-16759576360.7199,-17004371686.7258,-16516661022.6348,-45916647.563616164,-46587319.68965972,-45251126.08941041
Veg,Other,sat_fat,WATER (L-eq),-16018154667.4431,-16261226229.7749,-15787523229.9096,-43885355.25326876,-44551304.739109315,-43253488.30112219
Vegan,Other,sat_fat,WATER (L-eq),-16017523523.4527,-16257757150.2952,-15775464575.8797,-43883626.09165123,-44541800.41176767,-43220450.892821096
DGAplus,Other,sodium,WATER (L-eq),0,0,0,0,0,0
Med,Other,sodium,WATER (L-eq),0,0,0,0,0,0
US,Other,sodium,WATER (L-eq),0,0,0,0,0,0
Veg,Other,sodium,WATER (L-eq),0,0,0,0,0,0
Vegan,Other,sodium,WATER (L-eq),0,0,0,0,0,0
DGAplus,Other,ssb,WATER (L-eq),0,0,0,0,0,0
Med,Other,ssb,WATER (L-eq),0,0,0,0,0,0
US,Other,ssb,WATER (L-eq),0,0,0,0,0,0
Veg,Other,ssb,WATER (L-eq),0,0,0,0,0,0
Vegan,Other,ssb,WATER (L-eq),0,0,0,0,0,0
DGAplus,Vegetables,veg_dg,WATER (L-eq),10531484063.2708,9724533724.19953,11453035487.4515,28853380.995262466,26642558.148491863,31378179.417675342
Med,Vegetables,veg_dg,WATER (L-eq),10550578231.4146,9746748985.55843,11432974780.0036,28905693.784697536,26703421.878242273,31323218.575352326
US,Vegetables,veg_dg,WATER (L-eq),10548691558.5384,9668536020.37265,11342089791.2707,28900524.817913428,26489139.781842876,31074218.6062211
Veg,Vegetables,veg_dg,WATER (L-eq),10531049326.3235,9641861037.40741,11361090479.4906,28852189.935132876,26416057.63673263,31126275.286275618
Vegan,Vegetables,veg_dg,WATER (L-eq),10540143981.3644,9681711177.94734,11519348833.5472,28877106.798258632,26525236.103965316,31559859.81793753
DGAplus,Vegetables,veg_exc_sta,WATER (L-eq),29140387545.53083,27318523251.80036,31023565974.00291,0,0,0
Med,Vegetables,veg_exc_sta,WATER (L-eq),29138330328.87479,27345787833.93294,31121121630.36652,0,0,0
US,Vegetables,veg_exc_sta,WATER (L-eq),29157773613.18505,27254887195.44365,30977613984.98601,0,0,0
Veg,Vegetables,veg_exc_sta,WATER (L-eq),29145042929.55574,27260572919.53705,31035414920.64492,0,0,0
Vegan,Vegetables,veg_exc_sta,WATER (L-eq),29171993512.4293,27287069050.60294,31098636696.32081,0,0,0
DGAplus,Vegetables,veg_oth,WATER (L-eq),4096628083.21753,3318437493.82453,4792252156.07031,11223638.584157616,9091609.572122,13129457.961836465
Med,Vegetables,veg_oth,WATER (L-eq),4069906171.17449,3336579047.43121,4908601680.75312,11150427.866231479,9141312.458715644,13448223.78288526
US,Vegetables,veg_oth,WATER (L-eq),4084777307.03745,3300097354.8165,4870360469.67101,11191170.70421219,9041362.615935616,13343453.341564411
Veg,Vegetables,veg_oth,WATER (L-eq),4091204057.64214,3351935743.83604,4893761310.28282,11208778.240115453,9183385.599550795,13407565.233651562
Vegan,Vegetables,veg_oth,WATER (L-eq),4102213789.0371,3331184716.659,4802526851.72591,11238941.887772877,9126533.47029863,13157607.8129477
DGAplus,Vegetables,veg_ro,WATER (L-eq),14512275399.0425,14275552033.7763,14778278330.4811,39759658.6275137,39111101.462400824,40488433.78214
Med,Vegetables,veg_ro,WATER (L-eq),14517845926.2857,14262459800.9433,14779545169.6098,39774920.34598822,39075232.33135151,40491904.57427342
US,Vegetables,veg_ro,WATER (L-eq),14524304747.6092,14286253820.2545,14765163724.0443,39792615.74687452,39140421.42535479,40452503.35354603
Veg,Vegetables,veg_ro,WATER (L-eq),14522789545.5901,14266776138.2936,14780563130.8715,39788464.50846603,39087057.91313315,40494693.509236984
Vegan,Vegetables,veg_ro,WATER (L-eq),14529635742.0278,14274173155.9966,14776761011.0477,39807221.211035065,39107323.715059176,40484276.74259644
DGAplus,Vegetables,veg_sta,WATER (L-eq),8360135915.82349,8076762241.90704,8631497480.95074,22904481.961160246,22128115.731252164,23647938.303974632
Med,Vegetables,veg_sta,WATER (L-eq),8368036843.24964,8090394772.70307,8638314176.3063,22926128.337670248,22165465.130693343,23666614.181661095
US,Vegetables,veg_sta,WATER (L-eq),8362410204.80529,8096201700.39901,8614421718.1354,22910712.889877506,22181374.521641124,23601155.392151784
Veg,Vegetables,veg_sta,WATER (L-eq),8370392069.9252,8104874039.18109,8632400270.89083,22932581.013493698,22205134.353920795,23650411.701070763
Vegan,Vegetables,veg_sta,WATER (L-eq),8358143273.04544,8078752285.22905,8632559739.94198,22899022.665877916,22133567.904737122,23650848.602580767
DGAplus,Other,added_sugar,CVD (deaths),-0,-0,-0,0,0,0
Med,Other,added_sugar,CVD (deaths),-0,-0,-0,0,0,0
US,Other,added_sugar,CVD (deaths),-0,-0,-0,0,0,0
Veg,Other,added_sugar,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Other,added_sugar,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Dairy,dairy_cow,CVD (deaths),-0,-0,-0,0,0,0
Med,Dairy,dairy_cow,CVD (deaths),-0,-0,-0,0,0,0
US,Dairy,dairy_cow,CVD (deaths),-0,-0,-0,0,0,0
Veg,Dairy,dairy_cow,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Dairy,dairy_cow,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Dairy,dairy_soy,CVD (deaths),-0,-0,-0,0,0,0
Med,Dairy,dairy_soy,CVD (deaths),-0,-0,-0,0,0,0
US,Dairy,dairy_soy,CVD (deaths),-0,-0,-0,0,0,0
Veg,Dairy,dairy_soy,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Dairy,dairy_soy,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Dairy,dairy_tot,CVD (deaths),-0,-0,-0,0,0,0
Med,Dairy,dairy_tot,CVD (deaths),-0,-0,-0,0,0,0
US,Dairy,dairy_tot,CVD (deaths),-0,-0,-0,0,0,0
Veg,Dairy,dairy_tot,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Dairy,dairy_tot,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Dairy,dairy_tot_calculated,CVD (deaths),-0,-0,-0,0,0,0
Med,Dairy,dairy_tot_calculated,CVD (deaths),-0,-0,-0,0,0,0
US,Dairy,dairy_tot_calculated,CVD (deaths),-0,-0,-0,0,0,0
Veg,Dairy,dairy_tot_calculated,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Dairy,dairy_tot_calculated,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Fruit,fruit_exc_juice,CVD (deaths),-68322.5502551868,-62546.2264821262,-74385.0181318782,0,0,0
Med,Fruit,fruit_exc_juice,CVD (deaths),-64532.1084015463,-59042.0495450477,-70300.9646272172,0,0,0
US,Fruit,fruit_exc_juice,CVD (deaths),-45945.0147899401,-41943.0522273687,-50138.3382117531,0,0,0
Veg,Fruit,fruit_exc_juice,CVD (deaths),-45945.0147899401,-41943.0522273687,-50138.3382117531,0,0,0
Vegan,Fruit,fruit_exc_juice,CVD (deaths),-45945.0147899401,-41943.0522273687,-50138.3382117531,0,0,0
DGAplus,Fruit,fruit_juice,CVD (deaths),-0,-0,-0,0,0,0
Med,Fruit,fruit_juice,CVD (deaths),-0,-0,-0,0,0,0
US,Fruit,fruit_juice,CVD (deaths),-0,-0,-0,0,0,0
Veg,Fruit,fruit_juice,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Fruit,fruit_juice,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Grains,gr_refined,CVD (deaths),-0,-0,-0,0,0,0
Med,Grains,gr_refined,CVD (deaths),-0,-0,-0,0,0,0
US,Grains,gr_refined,CVD (deaths),-0,-0,-0,0,0,0
Veg,Grains,gr_refined,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Grains,gr_refined,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Grains,gr_whole,CVD (deaths),-53812.9118670912,-48750.7017190221,-58722.9299012799,0,0,0
Med,Grains,gr_whole,CVD (deaths),-53812.9118670912,-48750.7017190221,-58722.9299012799,0,0,0
US,Grains,gr_whole,CVD (deaths),-53812.9118670912,-48750.7017190221,-58722.9299012799,0,0,0
Veg,Grains,gr_whole,CVD (deaths),-53812.9118670912,-48750.7017190221,-58722.9299012799,0,0,0
Vegan,Grains,gr_whole,CVD (deaths),-53812.9118670912,-48750.7017190221,-58722.9299012799,0,0,0
DGAplus,Protein,leg_tot,CVD (deaths),-25804.1903852751,-23854.1984158604,-27760.0126990942,0,0,0
Med,Protein,leg_tot,CVD (deaths),-8662.19458100084,-7720.9705319136,-9633.87791026986,0,0,0
US,Protein,leg_tot,CVD (deaths),-8662.19458100084,-7720.9705319136,-9633.87791026986,0,0,0
Veg,Protein,leg_tot,CVD (deaths),-42364.8190221419,-39376.8340237254,-45354.5013911705,0,0,0
Vegan,Protein,leg_tot,CVD (deaths),-42364.8190221419,-39376.8340237254,-45354.5013911705,0,0,0
DGAplus,Other,oil,CVD (deaths),-0,-0,-0,0,0,0
Med,Other,oil,CVD (deaths),-0,-0,-0,0,0,0
US,Other,oil,CVD (deaths),-0,-0,-0,0,0,0
Veg,Other,oil,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Other,oil,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Protein,pf_egg,CVD (deaths),-0,-0,-0,0,0,0
Med,Protein,pf_egg,CVD (deaths),-0,-0,-0,0,0,0
US,Protein,pf_egg,CVD (deaths),-0,-0,-0,0,0,0
Veg,Protein,pf_egg,CVD (deaths),-0,-0,-0,0,0,0
Vegan,Protein,pf_egg,CVD (deaths),-0,-0,-0,0,0,0
DGAplus,Protein,pf_ns,CVD (deaths),-68826.5072541844,-60500.2618401672,-76783.3008548782,0,0,0
